Channel Name,Program Title,Start Time,End Time,Duration (mins),Description
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-05 11:45:00,2026-03-05 12:15:00,30,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Зимова Олімпіада 2026. Шорт-трек. Жінки. 500 м; Чоловіки. 1000 м,2026-03-05 12:15:00,2026-03-05 13:55:00,100,Зимова Олімпіада 2026. Шорт-трек. Жінки. 500 м; Чоловіки. 1000 м
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-05 13:55:00,2026-03-05 14:15:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,Зимова Олімпіада 2026. Керлінг. Змішані пари. Матч за 3-тє місце. Італія - Велика Британія,2026-03-05 14:15:00,2026-03-05 16:00:00,105,Зимова Олімпіада 2026. Керлінг. Змішані пари. Матч за 3-тє місце. Італія - Велика Британія
Suspilne Vinnytsia,Загальнонаціональна хвилина мовчання,2026-03-05 16:00:00,2026-03-05 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-05 16:02:00,2026-03-05 16:20:00,18,Суспільне Спорт. Новини
Suspilne Vinnytsia,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Франція - Чехія,2026-03-05 16:20:00,2026-03-05 18:30:00,130,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Франція - Чехія
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-05 18:30:00,2026-03-05 18:50:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,Зимова Олімпіада 2026. Гірськолижний спорт. Жінки. Гігантський слалом. 1-ша спроба,2026-03-05 18:50:00,2026-03-05 20:45:00,115,Зимова Олімпіада 2026. Гірськолижний спорт. Жінки. Гігантський слалом. 1-ша спроба
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-05 20:45:00,2026-03-05 21:05:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,Зимова Олімпіада 2026. Гірськолижний спорт. Жінки. Гігантський слалом. 2-га спроба,2026-03-05 21:05:00,2026-03-05 22:40:00,95,Зимова Олімпіада 2026. Гірськолижний спорт. Жінки. Гігантський слалом. 2-га спроба
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-05 22:40:00,2026-03-05 22:55:00,15,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Гандбол. Чемпіонат Європи 2026. Жінки. Відбірковий турнір. Україна - Литва. Наживо,2026-03-05 22:55:00,2026-03-06 00:45:00,110,Гандбол. Чемпіонат Європи 2026. Жінки. Відбірковий турнір. Україна - Литва. Наживо
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-06 00:45:00,2026-03-06 01:00:00,15,Суспільне Спорт. Новини
Suspilne Vinnytsia,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Індивідуальна гонка. 15 км. Наживо",2026-03-06 01:00:00,2026-03-06 02:50:00,110,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Індивідуальна гонка. 15 км. Наживо"
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-06 02:50:00,2026-03-06 03:00:00,10,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. США - Естонія. Наживо,2026-03-06 03:00:00,2026-03-06 04:50:00,110,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. США - Естонія. Наживо
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-06 04:50:00,2026-03-06 05:10:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,Тижневик світового жіночого футболу. Огляд матчів,2026-03-06 05:10:00,2026-03-06 05:35:00,25,Тижневик світового жіночого футболу. Огляд матчів
Suspilne Vinnytsia,Футбол. Ліга чемпіонів. Жінки. Ювентус (Італія) - Вольфсбург (Німеччина),2026-03-06 05:35:00,2026-03-06 07:20:00,105,Футбол. Ліга чемпіонів. Жінки. Ювентус (Італія) - Вольфсбург (Німеччина)
Suspilne Vinnytsia,Зимова Олімпіада 2026. Хокей. Жінки. Фінал. США - Канада,2026-03-06 07:20:00,2026-03-06 09:55:00,155,Зимова Олімпіада 2026. Хокей. Жінки. Фінал. США - Канада
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-06 09:55:00,2026-03-06 10:10:00,15,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,"Зимова Олімпіада 2026. Лижні перегони. Жінки. Естафета. 4х7,5 км",2026-03-06 10:10:00,2026-03-06 11:30:00,80,"Зимова Олімпіада 2026. Лижні перегони. Жінки. Естафета. 4х7,5 км"
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-06 11:30:00,2026-03-06 11:55:00,25,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 500 м; Жінки. 1000 м; Чоловіки. 1000 м; Естафети,2026-03-06 11:55:00,2026-03-06 13:30:00,95,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 500 м; Жінки. 1000 м; Чоловіки. 1000 м; Естафети
Suspilne Vinnytsia,Зимова Олімпіада 2026. Керлінг. Змішані пари. Фінал. Швеція - США,2026-03-06 13:30:00,2026-03-06 15:15:00,105,Зимова Олімпіада 2026. Керлінг. Змішані пари. Фінал. Швеція - США
Suspilne Vinnytsia,Портрети,2026-03-06 15:15:00,2026-03-06 15:40:00,25,Портрети
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-06 15:40:00,2026-03-06 16:00:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,Загальнонаціональна хвилина мовчання,2026-03-06 16:00:00,2026-03-06 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Vinnytsia,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Швеція - Словаччина,2026-03-06 16:02:00,2026-03-06 18:00:00,118,Зимова Олімпіада 2026. Хокей. Чоловіки. Груповий раунд. Швеція - Словаччина
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-06 18:00:00,2026-03-06 18:25:00,25,Суспільне Спорт. Новини
Suspilne Vinnytsia,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніори (U-21). Масстарт 60. 12 км. Наживо",2026-03-06 18:25:00,2026-03-06 19:15:00,50,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніори (U-21). Масстарт 60. 12 км. Наживо"
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-06 19:15:00,2026-03-06 19:25:00,10,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Масстарт 60. 9 км. Наживо",2026-03-06 19:25:00,2026-03-06 20:15:00,50,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Масстарт 60. 9 км. Наживо"
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-06 20:15:00,2026-03-06 20:35:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,Зимова Олімпіада 2026. Сноуборд. Чоловіки. Хафпайп. Фінал,2026-03-06 20:35:00,2026-03-06 22:15:00,100,Зимова Олімпіада 2026. Сноуборд. Чоловіки. Хафпайп. Фінал
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-06 22:15:00,2026-03-06 22:35:00,20,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Масстарт 60. 12 км. Наживо",2026-03-06 22:35:00,2026-03-06 23:35:00,60,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Масстарт 60. 12 км. Наживо"
Suspilne Vinnytsia,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Масстарт 60. 9 км. Наживо",2026-03-06 23:35:00,2026-03-07 00:30:00,55,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Масстарт 60. 9 км. Наживо"
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-07 00:30:00,2026-03-07 00:45:00,15,Суспільне Спорт. Новини
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-07 00:45:00,2026-03-07 01:05:00,20,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Індивідуальна гонка. 20 км. Наживо",2026-03-07 01:05:00,2026-03-07 03:00:00,115,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Індивідуальна гонка. 20 км. Наживо"
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. Японія - Італія,2026-03-07 03:00:00,2026-03-07 04:00:00,60,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. Японія - Італія
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-07 04:00:00,2026-03-07 04:20:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. Японія - Італія,2026-03-07 04:20:00,2026-03-07 05:15:00,55,Зимова Паралімпіада 2026. Керлінг. Змішані пари. Груповий раунд. Японія - Італія
Suspilne Vinnytsia,Зимова Олімпіада 2026. Фігурне катання. Танці на льоду. Довільний танець,2026-03-07 05:15:00,2026-03-07 08:40:00,205,Зимова Олімпіада 2026. Фігурне катання. Танці на льоду. Довільний танець
Suspilne Vinnytsia,Тиждень. Вінниця,2026-03-07 08:40:00,2026-03-07 08:50:00,10,Тиждень. Вінниця
Suspilne Vinnytsia,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Сір Сікома Моніні Перуджа (Італія) - Гуагуас Лас-Пальмас (Іспанія),2026-03-07 08:50:00,2026-03-07 11:00:00,130,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Сір Сікома Моніні Перуджа (Італія) - Гуагуас Лас-Пальмас (Іспанія)
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-07 11:00:00,2026-03-07 11:15:00,15,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,"Зимова Олімпіада 2026. Лижні перегони. Чоловіки. Естафета. 4х7,5 км",2026-03-07 11:15:00,2026-03-07 12:35:00,80,"Зимова Олімпіада 2026. Лижні перегони. Чоловіки. Естафета. 4х7,5 км"
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-07 12:35:00,2026-03-07 12:50:00,15,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 500 м; Жінки. 1000 м; Командні естафети,2026-03-07 12:50:00,2026-03-07 13:55:00,65,Зимова Олімпіада 2026. Шорт-трек. Чоловіки. 500 м; Жінки. 1000 м; Командні естафети
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-07 13:55:00,2026-03-07 14:25:00,30,Суспільне Спорт. Новини
Suspilne Vinnytsia,Тиждень. Вінниця,2026-03-07 14:25:00,2026-03-07 14:35:00,10,Тиждень. Вінниця
Suspilne Vinnytsia,Спільна мета,2026-03-07 14:35:00,2026-03-07 15:00:00,25,Спільна мета
Suspilne Vinnytsia,На власні очі,2026-03-07 15:00:00,2026-03-07 15:30:00,30,На власні очі
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-07 15:30:00,2026-03-07 15:40:00,10,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-07 15:40:00,2026-03-07 16:00:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,Загальнонаціональна хвилина мовчання,2026-03-07 16:00:00,2026-03-07 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Vinnytsia,Зимова Олімпіада 2026. Фристайл. Жінки. Парний могул. Фінал,2026-03-07 16:02:00,2026-03-07 17:55:00,113,Зимова Олімпіада 2026. Фристайл. Жінки. Парний могул. Фінал
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Сидячи. Наживо",2026-03-07 17:55:00,2026-03-07 19:15:00,80,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Сидячи. Наживо"
Suspilne Vinnytsia,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Естафета. Наживо",2026-03-07 19:15:00,2026-03-07 20:00:00,45,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юнаки (U-19). Естафета. Наживо"
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Стоячи. Наживо",2026-03-07 20:00:00,2026-03-07 21:10:00,70,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Стоячи. Наживо"
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. З порушенням зору. Наживо",2026-03-07 21:10:00,2026-03-07 21:45:00,35,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. З порушенням зору. Наживо"
Suspilne Vinnytsia,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Масстарт. 12,5 км. Наживо",2026-03-07 21:45:00,2026-03-07 22:30:00,45,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Масстарт. 12,5 км. Наживо"
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Сидячи",2026-03-07 22:30:00,2026-03-07 23:40:00,70,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. Сидячи"
Suspilne Vinnytsia,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Естафета. 4х7,5 км. Наживо",2026-03-07 23:40:00,2026-03-08 00:55:00,75,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Естафета. 4х7,5 км. Наживо"
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-08 00:55:00,2026-03-08 01:15:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. З порушенням зору",2026-03-08 01:15:00,2026-03-08 01:40:00,25,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Спринт. 7,5 км. З порушенням зору"
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Парагірськолижний спорт. Чоловіки/жінки. Швидкісний спуск. Стоячи. Наживо,2026-03-08 01:40:00,2026-03-08 02:35:00,55,Зимова Паралімпіада 2026. Парагірськолижний спорт. Чоловіки/жінки. Швидкісний спуск. Стоячи. Наживо
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Наживо,2026-03-08 02:35:00,2026-03-08 04:30:00,115,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Наживо
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Канада - Словаччина. Наживо,2026-03-08 04:30:00,2026-03-08 05:40:00,70,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Канада - Словаччина. Наживо
Suspilne Vinnytsia,Зимова Олімпіада 2026. Лижне двоборство. Чоловіки. Гундерсен: великий трамплін/10 км. Гонка,2026-03-08 05:40:00,2026-03-08 07:30:00,110,Зимова Олімпіада 2026. Лижне двоборство. Чоловіки. Гундерсен: великий трамплін/10 км. Гонка
Suspilne Vinnytsia,Тиждень. Вінниця,2026-03-08 07:30:00,2026-03-08 07:40:00,10,Тиждень. Вінниця
Suspilne Vinnytsia,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Воллей Хасроде Левен (Бельгія) - Проєкт Варшава (Польща),2026-03-08 07:40:00,2026-03-08 10:00:00,140,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Воллей Хасроде Левен (Бельгія) - Проєкт Варшава (Польща)
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-08 10:00:00,2026-03-08 10:15:00,15,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Зимова Олімпіада 2026. Фристайл. Чоловіки. Могул. Фінал,2026-03-08 10:15:00,2026-03-08 11:30:00,75,Зимова Олімпіада 2026. Фристайл. Чоловіки. Могул. Фінал
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-08 11:30:00,2026-03-08 11:55:00,25,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Зимова Олімпіада 2026. Шорт-трек. Жінки. 1500 м; Чоловіки. Естафета. 5000 м,2026-03-08 11:55:00,2026-03-08 14:00:00,125,Зимова Олімпіада 2026. Шорт-трек. Жінки. 1500 м; Чоловіки. Естафета. 5000 м
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-08 14:00:00,2026-03-08 14:15:00,15,Суспільне Спорт. Новини
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-08 14:15:00,2026-03-08 14:30:00,15,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,У румунів вдома,2026-03-08 14:30:00,2026-03-08 15:00:00,30,У румунів вдома
Suspilne Vinnytsia,Голос болгар,2026-03-08 15:00:00,2026-03-08 15:30:00,30,Голос болгар
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-08 15:30:00,2026-03-08 15:45:00,15,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-08 15:45:00,2026-03-08 16:00:00,15,Суспільне Спорт. Новини
Suspilne Vinnytsia,Загальнонаціональна хвилина мовчання,2026-03-08 16:00:00,2026-03-08 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Vinnytsia,Зимова Олімпіада 2026. Стрибки на лижах з трампліна. Чоловіки. Великий трамплін,2026-03-08 16:02:00,2026-03-08 17:55:00,113,Зимова Олімпіада 2026. Стрибки на лижах з трампліна. Чоловіки. Великий трамплін
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Індивідуальна гонка. 12,5 км. Сидячи. Наживо",2026-03-08 17:55:00,2026-03-08 19:20:00,85,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Індивідуальна гонка. 12,5 км. Сидячи. Наживо"
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Парасноуборд. Чоловіки/жінки. Сноуборд-крос. Фінали. Наживо,2026-03-08 19:20:00,2026-03-08 20:10:00,50,Зимова Паралімпіада 2026. Парасноуборд. Чоловіки/жінки. Сноуборд-крос. Фінали. Наживо
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Індивідуальна гонка. 12,5 км. Стоячи, з порушенням зору. Наживо",2026-03-08 20:10:00,2026-03-08 21:25:00,75,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Індивідуальна гонка. 12,5 км. Стоячи, з порушенням зору. Наживо"
Suspilne Vinnytsia,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Естафета. 4х6 км. Наживо",2026-03-08 21:25:00,2026-03-08 22:45:00,80,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Жінки. Естафета. 4х6 км. Наживо"
Suspilne Vinnytsia,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Естафета. Наживо",2026-03-08 22:45:00,2026-03-08 23:50:00,65,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Юніорки (U-21). Естафета. Наживо"
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Парасноуборд. Чоловіки/жінки. Сноуборд-крос. Фінали,2026-03-08 23:50:00,2026-03-09 00:25:00,35,Зимова Паралімпіада 2026. Парасноуборд. Чоловіки/жінки. Сноуборд-крос. Фінали
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-09 00:25:00,2026-03-09 00:50:00,25,Суспільне Спорт. Новини
Suspilne Vinnytsia,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Масстарт. 15 км. Наживо",2026-03-09 00:50:00,2026-03-09 01:40:00,50,"Біатлон. Кубок світу. Етап 7 у Контіолахті, Фінляндія. Чоловіки. Масстарт. 15 км. Наживо"
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Індивідуальна гонка. 12,5 км. З порушенням зору",2026-03-09 01:40:00,2026-03-09 03:10:00,90,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки/жінки. Індивідуальна гонка. 12,5 км. З порушенням зору"
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Канада - Норвегія. Наживо,2026-03-09 03:10:00,2026-03-09 05:00:00,110,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Канада - Норвегія. Наживо
Suspilne Vinnytsia,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Естафета",2026-03-09 05:00:00,2026-03-09 06:10:00,70,"Біатлон. U-19/U-21. Чемпіонат світу в Арбері, Німеччина. Дівчата (U-19). Естафета"
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Італія - Китай,2026-03-09 06:10:00,2026-03-09 08:10:00,120,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Італія - Китай
Suspilne Vinnytsia,Зимова Олімпіада 2026. Лижне двоборство. Гундерсен: великий трамплін/10 км. Стрибки,2026-03-09 08:10:00,2026-03-09 08:55:00,45,Зимова Олімпіада 2026. Лижне двоборство. Гундерсен: великий трамплін/10 км. Стрибки
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-09 08:55:00,2026-03-09 09:05:00,10,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Леви Прага (Чехія) - Сір Сікома Моніні Перуджа (Італія),2026-03-09 09:05:00,2026-03-09 10:35:00,90,Волейбол. Ліга чемпіонів ЄКВ. Чоловіки. Груповий етап. Леви Прага (Чехія) - Сір Сікома Моніні Перуджа (Італія)
Suspilne Vinnytsia,Зимова Олімпіада 2026. Фігурне катання. Команди. Чоловіки. Довільна програма,2026-03-09 10:35:00,2026-03-09 11:35:00,60,Зимова Олімпіада 2026. Фігурне катання. Команди. Чоловіки. Довільна програма
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-09 11:35:00,2026-03-09 11:55:00,20,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Зимова Олімпіада 2026. Лижні перегони. Чоловіки. Гонка з роздільним стартом. 10 км,2026-03-09 11:55:00,2026-03-09 13:00:00,65,Зимова Олімпіада 2026. Лижні перегони. Чоловіки. Гонка з роздільним стартом. 10 км
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-09 13:00:00,2026-03-09 13:20:00,20,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Латвія - Південна Корея,2026-03-09 13:20:00,2026-03-09 15:05:00,105,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані пари. Груповий раунд. Латвія - Південна Корея
Suspilne Vinnytsia,Яскраві миттєвості спортивних подій,2026-03-09 15:05:00,2026-03-09 15:20:00,15,Яскраві миттєвості спортивних подій
Suspilne Vinnytsia,Портрети. Віталій Мандзин,2026-03-09 15:20:00,2026-03-09 15:45:00,25,Портрети. Віталій Мандзин
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-09 15:45:00,2026-03-09 16:00:00,15,Суспільне Спорт. Новини
Suspilne Vinnytsia,Загальнонаціональна хвилина мовчання,2026-03-09 16:00:00,2026-03-09 16:02:00,2,Загальнонаціональна хвилина мовчання
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Жінки. Спринт. 7,5 км. Стоячи",2026-03-09 16:02:00,2026-03-09 17:00:00,58,"Зимова Паралімпіада 2026. Парабіатлон. Жінки. Спринт. 7,5 км. Стоячи"
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Парагірськолижний спорт. Супергігант. Чоловіки/жінки. Усі класи. Наживо,2026-03-09 17:00:00,2026-03-09 20:15:00,195,Зимова Паралімпіада 2026. Парагірськолижний спорт. Супергігант. Чоловіки/жінки. Усі класи. Наживо
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-09 20:15:00,2026-03-09 20:30:00,15,Суспільне Спорт. Новини
Suspilne Vinnytsia,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки. Спринт. 7,5 км. Сидячи",2026-03-09 20:30:00,2026-03-09 21:10:00,40,"Зимова Паралімпіада 2026. Парабіатлон. Чоловіки. Спринт. 7,5 км. Сидячи"
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-09 21:10:00,2026-03-09 21:30:00,20,Суспільне Спорт. Новини
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Чехія - Словаччина. Наживо,2026-03-09 21:30:00,2026-03-09 23:30:00,120,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Чехія - Словаччина. Наживо
Suspilne Vinnytsia,Гандбол. Чемпіонат Європи 2026. Жінки. Відбірковий турнір. Литва - Україна,2026-03-09 23:30:00,2026-03-10 01:00:00,90,Гандбол. Чемпіонат Європи 2026. Жінки. Відбірковий турнір. Литва - Україна
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Німеччина - США. 1-й період. Наживо,2026-03-10 01:00:00,2026-03-10 01:35:00,35,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Німеччина - США. 1-й період. Наживо
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-10 01:35:00,2026-03-10 01:45:00,10,Суспільне Спорт. Новини
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Німеччина - США. 2-й період. Наживо,2026-03-10 01:45:00,2026-03-10 02:15:00,30,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Німеччина - США. 2-й період. Наживо
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-10 02:15:00,2026-03-10 02:25:00,10,Суспільне Спорт. Новини
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Німеччина - США. 3-й період. Наживо,2026-03-10 02:25:00,2026-03-10 02:55:00,30,Зимова Паралімпіада 2026. Парахокей. Груповий раунд. Німеччина - США. 3-й період. Наживо
Suspilne Vinnytsia,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані команди. Груповий раунд. Норвегія - Китай. Наживо,2026-03-10 02:55:00,2026-03-10 04:40:00,105,Зимова Паралімпіада 2026. Керлінг на кріслах колісних. Змішані команди. Груповий раунд. Норвегія - Китай. Наживо
Suspilne Vinnytsia,Суспільне Спорт. Новини,2026-03-10 04:40:00,2026-03-10 05:00:00,20,Суспільне Спорт. Новини
